lm.rmse,iptw.rmse,rf.rmse,bart.unadj,bart.adj
2.41075494962808,2.4332657485274023,1.1454804781727592,0.9634850259343786,0.27325431448999993
3.3838830831715008,3.352741807078793,2.8689382506498475,0.8547621106172372,0.06575541755772996
4.6855610759259925,4.647092993433887,3.0204880993793406,1.5652998131261864,0.1679340167206167
3.2279763546916946,3.396490266845605,1.7165323330645528,0.8489603868784528,0.1580035743417838
1.7659122094438384,1.7708571681730234,0.9015821828545612,0.2404764517298119,0.3246747489779409
3.05473193861973,3.227218123745102,2.0126600087650495,0.4017742044919359,0.04392956768779577
3.094367154979956,3.0602902724170384,1.137040997433708,0.4289283655277707,0.05882484364456175
0.7883932392627706,0.7839390497466532,0.17527293904013774,0.013122416450809027,0.7900067251148286
5.190686007115387,5.551093955712798,2.956465619715871,1.3912528807538855,0.08167490616999018
2.610209384178553,2.6621610460099703,1.545332611072645,0.12582945298116854,0.2954819192698501
1.8758059982435515,1.8932306053131782,0.8770541103236074,0.0052530554312042455,0.3835442230514232
4.278234812444458,4.615544891896189,2.8499416110039366,1.107540106381883,0.515898386144821
2.8209481625305077,2.874221854832671,1.8576276003970804,0.35435070008194813,0.06022989964336567
2.6507709570892235,2.685669470577107,1.4747244005919597,1.6044690190277002,0.15620961289180535
1.6501756051915972,1.6788789189957125,0.9197024586436342,1.3454439473897715,0.43484121146193644
5.124963863703474,5.277719569783921,3.0501900286645274,0.8836122574881458,0.12347053336984004
4.7503120710890006,4.792302148186993,2.89799807236494,1.7714887984270753,0.2503949589791912
2.2681682457843912,2.2262820655582978,1.7129888307166201,0.35031900318204023,0.039843792114956145
3.8472810551333687,3.927587824935923,2.2249579854859576,0.7267855331437403,0.3303993426228118
2.435425030299914,2.4397230508719225,1.903400329934584,1.5726932511276672,0.44201974530244037
2.260596412155863,2.207094055995576,1.0392068189644057,0.9915769456577692,0.03336528969851926
3.104791705295076,3.0492060031487433,1.6478812509811949,0.9111177503248342,0.11226746516337371
3.7172516048924553,3.6874454264665886,2.2840568019497987,0.3656987610216227,0.7016000994173872
3.2957729227907446,3.2597724816246085,2.1770231928090915,0.9504757221804567,0.09883256525205653
3.5516792388910723,3.85570305079942,1.813580347552156,0.13987689687105842,0.5539605402538488
5.325342125384784,5.390854251725727,3.2535256471592646,0.15219638829353244,0.5006059906479177
2.1701990506151407,2.217797211193007,1.5222802226680443,0.14786233413637007,0.2720645119369465
2.748955542840129,2.812005875213087,1.9920133013838939,0.8009604071674712,0.09823647555916892
2.0793706481389282,2.023557984563137,0.5588322304227553,0.08437410296329872,0.26385985251432054
3.188873762505514,3.1789972661013977,2.6871994665335475,0.07747187980768899,0.4338158309891611
3.0525050065985955,3.2088768392729676,2.4511324856541066,1.2245024209660365,0.2244480129566888
6.2309404026056185,6.113465530241699,3.698417974415012,2.4729938117106016,0.371631567680879
2.5369268392456252,2.557449995461342,1.2904131333804418,0.5454282092963396,0.15454637743933475
3.8815319663927053,3.9570301036872753,2.406477521522426,0.04362338803474586,0.524757136923542
4.545014563639972,4.651876436420439,2.559099836014566,0.9309184548743765,0.05991609719044355
3.273781326840229,3.1723129252656275,1.6693926806383317,0.13630210350617844,0.589640394316925
2.9419440238625345,2.915125686339385,1.2237031739298256,0.3411532427001198,0.39666347097231913
2.9441818625364036,3.227165025282412,2.074265044227012,0.9901986848553186,0.10442774076074635
6.238734968891819,6.412786366969511,2.892590105657618,0.5282574958673294,0.5129110376549129
3.998779208761718,4.109572687993801,2.7843179218390084,1.1858527133892611,0.46398633643266507
