lm.rmse,iptw.rmse,rf.rmse,bart.unadj,bart.adj
0.1314696264652646,0.118459556977065,0.6714736570304964,0.18872215648160662,0.23542799957359506
1.424471871581904,1.4603343908035455,1.2976646166160144,1.0864767400525999,1.1650298147354654
1.6114128169645028,1.599573840248663,1.6094614506049467,0.5907714153106518,0.5150215106918061
1.6568481391367307,1.6759502542267022,2.2630655724570126,1.9141229056867815,2.077885158357102
1.290490705378133,1.2368392438608566,2.0199602197215363,1.8059733119766719,1.7458366042268025
0.7489969225018065,0.7167232370252279,1.1481531285562276,0.8719668689061066,0.7972261586406582
0.7279185006184825,0.742829970786552,1.0161934491015003,0.8188160678150425,0.7715381319762606
1.2703846565421344,1.2905272722762966,1.2184656388515442,1.7578416575817997,1.6579233454609295
0.27730152850330825,0.26608854389140646,0.6193237040859358,1.8345769523196331,2.301454255216953
0.7455437901126842,0.7569406556724338,1.0936954203613034,0.99388284785130665,0.9535285098448298
0.9598486728546654,0.9669750571202123,0.4274605120078654,0.783155455545181,1.163241812433938
1.7414881886988596,1.731877761104716,1.571559425037833,0.9871523793557202,1.4606535082956462
1.543565524226942,1.5389851241582306,1.5286834586660376,0.9324655498944736,1.5429048213867276
1.4967178544208615,1.5015913354598247,0.666300252013432,1.6589385359818465,1.6834668377838504
1.3054941986358557,1.2828015614003476,1.185032684733958,0.6682336658416723,0.6764527898356114
1.606260253756787,1.6115862231441085,1.611520260943923,1.9271681873385944,1.870759854206689
1.0858634235355709,1.1146869136598987,1.752433757714055,1.0638561644237505,1.0480335930679274
0.37265910625453813,0.41198517445525695,1.1245169228665333,1.6356217968705167,2.2880561020705095
1.1316106212174404,1.1364535284220985,1.2932392521567415,1.5242983594502704,1.5890072758067397
0.4976047057743642,0.5292587947790999,0.14758157558105722,0.7864810762042183,1.0204475769020682
2.2388899394170387,2.259214502464058,1.9191715248323504,2.383928563851441,2.925816020377912
0.2629618904361344,0.35494330489597203,0.8218233685898078,0.6521909513075634,1.1345221226580584
0.3055258279336499,0.3098637933198667,0.0923780353552992,0.042416623429524236,0.09646852460535271
1.8206011912584064,1.8626212545992882,2.0386477993193584,1.507815443472067,2.026356587918743
1.4864916610437948,1.4367060451637155,1.5835800349667704,1.0927784083573169,1.1459547586493084
1.292358197759059,1.21149349823947,0.19433420702273452,0.13478685205022956,0.8954281718198889
1.6206345629149759,1.6224855897868657,2.250671529494994,1.9859191824672493,2.455650239428614
1.201639537665292,1.2073159640098883,1.2942298763463125,0.9925188582656173,0.9966954029724224
1.331813615822032,1.3380295949345538,1.4826435690468394,1.2343294871574528,1.1508695212983007
0.7791771732526307,0.8134103503495744,0.961176675253661,1.2125302703204852,1.2902148541333638
1.414906252318307,1.4261569361293915,1.2934441639628282,1.8268403050066837,1.9317696875425625
0.2576315775497626,0.213697236454216,0.18401220796444306,0.8869217589883895,1.6226225494371747
0.5621236627070232,0.5768122265261972,0.6418243449260501,1.5704126971014567,1.910822472745588
1.1367022469016632,1.1419491403023478,1.445896429035308,0.7966374340775921,0.7636125166841481
0.6950389991562531,0.7191888068544294,0.6639402504411258,0.6772674546871151,0.7655998203421568
0.9248229762838776,0.9924845656688817,1.6594112860385373,1.9075248250691779,2.3125627604227823
0.4013049304888625,0.464206974382396,0.5183294807987515,1.4528479496593611,1.8198440650058245
0.7218590380038172,0.7659352123208691,1.4262449278139826,1.4831837195944182,2.117316738584048
1.1028224073910486,1.1036931356286104,1.619105681495956,1.4542599681055712,1.4324037107155654
0.8369122923513963,0.8519412559573212,0.9648453185844872,0.08175387215008456,0.48017323102799736
0.3958431828766855,0.4050909600762438,0.6273925656849499,0.43428315972287024,0.4704516533253944
0.28957561388324393,0.3543345938454614,2.2338533782531798,1.636466697535159,1.6537510937399844
0.588702954784436,0.6400542786689147,1.6943447159338394,1.29741880431604,1.4899434835104959
0.786152247153332,0.7792889125175257,1.0492750854185644,1.393758649414515,1.3847399780518899
1.4777951501343694,1.4864268682719484,1.1009789721770105,1.3100552863582458,1.2854656365667942
0.3908042694345504,0.4593735906254679,1.307441032551207,0.6284950470502473,0.7856269417092498
1.4538086593368078,1.4624420345349023,1.4795925066974753,1.5313411659398746,1.6336928448076762
0.527528137779278,0.5715111867833258,0.8525461474386269,0.7070790485797147,0.7521576265781853
0.6002192995772155,0.6188964239730304,0.5174568157418022,0.8413283343253894,0.7299959635438498
1.1486529772926737,1.1447789222344689,1.001152158447372,0.7781825709570924,1.3850849335222968
0.05581027215412959,0.07305491778384265,0.045967755806991306,0.26618851090671214,0.5595727189875248
0.17333172875963854,0.20258745094751163,0.164649914183002,0.1411888035004658,0.15481918669513917
1.4834749660878472,1.4550575613872212,1.4749481843607946,1.3623859519962345,1.6029151145955574
0.830010799532797,0.8531946195010711,0.4737385206779585,0.8798360099029061,1.2759653463328178
1.3295279024291276,1.3789546432492052,2.363489835884831,2.500120935901588,2.4408337398158686
0.4798528889839062,0.4971747907608375,1.420780707143603,0.877710342098645,1.4046283902795977
1.5103489619555006,1.5084724251073567,2.2846407814795384,1.7543635835167493,1.7247409482501013
2.3589519854452448,2.3810295521760025,3.1050988030485556,2.2650797943279564,2.3836417368633995
1.30230757270796,1.2502752578660257,1.861379511183788,1.2221245477556018,1.0639464877250973
0.024952191231353282,0.0029856753121890733,0.2903611395255581,0.4373620522689414,0.3273872694223492
